"Update hadoop.version in the trunk, which is causing compilation failure",HDFS-13952,"<hadoop.version>3.2.0-SNAPSHOT</hadoop.version> to

<hadoop.version>3.3.0-SNAPSHOT</hadoop.version>

聽

On trunk compilation failure:

[WARNING] Rule 0: org.apache.maven.plugins.enforcer.RequireProperty failed with message:
The hadoop.version property should be set and should be 3.3.0-SNAPSHOT."
getFileStatus and getFileLinkStatus do not properly handle intermediate symlinks in a path,HDFS-5026,"Imagine a filesystem with the following:

{noformat}
/dir
/dir/file
/dirLink -> /dir
{noformat}

When calling getFileStatus or getFileLinkStatus on {{/dirLink/file}}, the returned FileStatus incorrectly has the resolved path of {{/dir/file}}. This differs from expectations and the Unix {{stat(1)}} command, which would return {{/dirLink/file}}."
Fix findbug warnings in raid,HDFS-3563,MAPREDUCE-3868 re-enabled raid but introduced 31 new findbugs warnings.  Those warnings should be fixed or appropriate items placed in an exclude file.
Remove the assumption that symlink is inside HDFS namespace and resolvable,HDFS-4771,"Currently HDFS always resolves symlink when setting certain file attributes, such as setPermission and setTime. And thus the client can't set some file attributes of the symlink itself.

Two major problems with current symlink support:
 1. HDFS assumes the link is inside its own namespace. This is a problem when HDFS is integrated into client's file system namespace.
2. Suppose the linked target is inside HFDS, HDFS doesn't really check whether the target saved in the link file is a valid path. Even the target was valid, it could become invalid as the namespace changes.

For example, create a symlink /user/brandon/iamlink.lnk and it has the content(target) as ""/invalid/path"". The file /user/brandon/iamlink.lnk can't be deleted since HDFS can't resolve it.

"
Namenode.getAddress() should return namenode rpc-address,HDFS-5227,"Currently, {{Namenode.getAddress(Configuration conf)}} will return default file system address as its result. The correct behavior should be returning config value of ""dfs.namenode.rpc-address"" if it presents in the configurations. Otherwise namenode will fail to start if the default file system is configured to another file system other than the one running in the cluster. We have a similar issue in 1.0 code base. The JIRA is HDFS-4320. The previous JIRA is closed and we cannot open it. Thus create a new one to track the issue in trunk."
Namenode https web UI starts up on wrong port by default,HDFS-5271,"When the NameNode is started with hadoop.ssl.enabled, the web UI listens on the wrong port by default (50070). The configuration suggests it should be port 50470:

{code}
  public static final int     DFS_NAMENODE_HTTPS_PORT_DEFAULT = 50470;
{code}"
Generate block ID sequentially cannot work with QJM HA,HDFS-4967,"There are two name nodes, one is active, another acts as standby name node. QJM Ha  configured.

After HDFS-4645 committed in the trunk, then the following error showed during name node start:


{code}
2013-07-09 11:28:45,394 FATAL org.apache.hadoop.hdfs.server.namenode.NameNode: Exception in namenode join
java.lang.IllegalStateException: Cannot skip to less than the current value (=1073741824), where newValue=0
        at org.apache.hadoop.util.SequentialNumber.skipTo(SequentialNumber.java:58)
        at org.apache.hadoop.hdfs.server.namenode.FSNamesystem.setLastAllocatedBlockId(FSNamesystem.java:5124)
        at org.apache.hadoop.hdfs.server.namenode.FSImageFormat$Loader.load(FSImageFormat.java:278)
        at org.apache.hadoop.hdfs.server.namenode.FSImage.loadFSImage(FSImage.java:809)
        at org.apache.hadoop.hdfs.server.namenode.FSImage.loadFSImage(FSImage.java:798)
        at org.apache.hadoop.hdfs.server.namenode.FSImage.loadFSImageFile(FSImage.java:653)
        at org.apache.hadoop.hdfs.server.namenode.FSImage.loadFSImage(FSImage.java:623)
        at org.apache.hadoop.hdfs.server.namenode.FSImage.recoverTransitionRead(FSImage.java:260)
        at org.apache.hadoop.hdfs.server.namenode.FSNamesystem.loadFSImage(FSNamesystem.java:719)
        at org.apache.hadoop.hdfs.server.namenode.FSNamesystem.loadFromDisk(FSNamesystem.java:552)
        at org.apache.hadoop.hdfs.server.namenode.NameNode.loadNamesystem(NameNode.java:401)
        at org.apache.hadoop.hdfs.server.namenode.NameNode.initialize(NameNode.java:435)
        at org.apache.hadoop.hdfs.server.namenode.NameNode.<init>(NameNode.java:607)
        at org.apache.hadoop.hdfs.server.namenode.NameNode.<init>(NameNode.java:592)
        at org.apache.hadoop.hdfs.server.namenode.NameNode.createNameNode(NameNode.java:1172)
        at org.apache.hadoop.hdfs.server.namenode.NameNode.main(NameNode.java:1238)
2013-07-09 11:28:45,397 INFO org.apache.hadoop.util.ExitUtil: Exiting with status 1
{code}





"
Cannot upgrade the layout version with -49 from -48,HDFS-5686,"When we upgraded the layout version from -48 to -49, the following exception output. 

{code}
2013-12-19 13:02:28,143 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Starting upgrade of image directory /hadoop/data1/dfs/name.
   old LV = -48; old CTime = 0.
   new LV = -49; new CTime = 1387425748143
2013-12-19 13:02:28,160 INFO org.apache.hadoop.hdfs.server.namenode.FSImage: Saving image file /hadoop/data1/dfs/name/current/fsimage.ckpt_0000000000000004837 using no compression
2013-12-19 13:02:28,191 ERROR org.apache.hadoop.hdfs.server.namenode.FSImage: Unable to save image for /hadoop/data1/dfs/name
java.lang.NoSuchMethodError: org.apache.hadoop.hdfs.server.namenode.CacheManager.saveState(Ljava/io/DataOutput;Ljava/lang/String;)V
        at org.apache.hadoop.hdfs.server.namenode.FSImageFormat$Saver.save(FSImageFormat.java:1037)
        at org.apache.hadoop.hdfs.server.namenode.FSImage.saveFSImage(FSImage.java:854)
        at org.apache.hadoop.hdfs.server.namenode.FSImage$FSImageSaver.run(FSImage.java:883)
        at java.lang.Thread.run(Thread.java:662)
2013-12-19 13:02:28,193 ERROR org.apache.hadoop.hdfs.server.common.Storage: Error reported on storage directory Storage Directory /hadoop/data1/dfs/name
{code}"
DFSClient more robust if the namenode is busy doing GC,HDFS-350,"In the current code, if the client (writer) encounters an RPC error while fetching a new block id from the namenode, it does not retry. It throws an exception to the application. This becomes especially bad if the namenode is in the middle of a GC and does not respond in time. The reason the client throws an exception is because it does not know whether the namenode successfully allocated a block for this file.

One possible enhancement would be to make the client retry the addBlock RPC if needed. The client can send the block list that it currently has. The namenode can match the block list send by the client with what it has in its own metadata and then send back a new blockid (or a previously allocated blockid that the client had not yet received because the earlier RPC timedout). This will make the client more robust!

This works even when we support Appends because the namenode will *always* verify that the client has the lease for the file in question."
TestHFlushInterrupted verifies interrupt state incorrectly,HDFS-10185,"In unit test {{TestHFlush#testHFlushInterrupted}}, there were some places verifying interrupt state incorrectly. As follow:
{code}
      Thread.currentThread().interrupt();
      try {
        stm.hflush();
        // If we made it past the hflush(), then that means that the ack made it back
       // from the pipeline before we got to the wait() call. In that case we should
        // still have interrupted status.
        assertTrue(Thread.interrupted());
      } catch (InterruptedIOException ie) {
        System.out.println(""Got expected exception during flush"");
      }
{code}
When stm do the {{hflush}} operation, it will throw interrupted exception and the {{assertTrue(Thread.interrupted())}} will not be execute. And if you put this before the {{hflush}}, this method will clear interrupted state and the expected exception will not be throw. The similar problem also appears after in stm.close.
So we should use a way to get state without clearing interrupted state like {{Thread.currentThread().isInterrupted()}}."
NPE running NNThroughputBenchmark,HDFS-1613,"After the NNThroughputBenchmark completes, I see the following NPEs on the console:

java.lang.NullPointerException
        at org.apache.hadoop.hdfs.server.namenode.BlocksMap.size(BlocksMap.java:178)
        at org.apache.hadoop.hdfs.server.namenode.BlockManager.getTotalBlocks(BlockManager.java:1538)
        at org.apache.hadoop.hdfs.server.namenode.FSNamesystem.getBlocksTotal(FSNamesystem.java:4201)
        at org.apache.hadoop.hdfs.server.namenode.metrics.FSNamesystemMetrics.doUpdates(FSNamesystemMetrics.java:109)
"
Remove JNI code from libwebhdfs (C client library),HDFS-3917,The current implementation of libwebhdfs (C client library) uses JNI for loading NameNode configuration and implementing hdfsCopy/hdfsMove. We need to implement the same functionalities in libwebhdfs without using JNI.
 BlockManager.getUnderReplicatedBlocksCount() is not giving correct count if namenode in safe mode.,HDFS-8296,"{{underReplicatedBlocksCount}} update by the {{updateState()}} API.

{code}
 void updateState() {
    pendingReplicationBlocksCount = pendingReplications.size();
    underReplicatedBlocksCount = neededReplications.size();
    corruptReplicaBlocksCount = corruptReplicas.size();
  }
 {code}

 but this will not call when NN in safe mode. This is happening because ""computeDatanodeWork()"" we will return 0 if NN in safe mode 

 {code}

  int computeDatanodeWork() {
   .........
    if (namesystem.isInSafeMode()) {
      return 0;
    }
    ....................
    ....................
    this.updateState();
    ....................
    ....................
  }
 {code}"
Number of maximum Acl entries on a File/Folder should be made user configurable than hardcoding .,HDFS-7447,"By default on creating a folder1 will have 6 acl entries . On top of that assigning acl  on a folder1 exceeds 32 , then unable to assign acls for a group/user to folder1. 
{noformat}
2014-11-20 18:55:06,553 ERROR [qtp1279235236-17 - /rolexml/role/modrole] Error occured while setting permissions for Resource:[ hdfs://hacluster/folder1 ] and Error message is : Invalid ACL: ACL has 33 entries, which exceeds maximum of 32.
        at org.apache.hadoop.hdfs.server.namenode.AclTransformation.buildAndValidateAcl(AclTransformation.java:274)
        at org.apache.hadoop.hdfs.server.namenode.AclTransformation.mergeAclEntries(AclTransformation.java:181)
        at org.apache.hadoop.hdfs.server.namenode.FSDirectory.unprotectedModifyAclEntries(FSDirectory.java:2771)
        at org.apache.hadoop.hdfs.server.namenode.FSDirectory.modifyAclEntries(FSDirectory.java:2757)
        at org.apache.hadoop.hdfs.server.namenode.FSNamesystem.modifyAclEntries(FSNamesystem.java:7734)
{noformat}

Here value 32 is hardcoded  , which can be made user configurable. 

{noformat}
private static List buildAndValidateAcl(ArrayList aclBuilder)
        throws AclException
    {
        if(aclBuilder.size() > 32)
            throw new AclException((new StringBuilder()).append(""Invalid ACL: ACL has "").append(aclBuilder.size()).append("" entries, which exceeds maximum of "").append(32).append(""."").toString());
:
:
}
{noformat}"
Handle SafeModeException in ReportBadBlockAction#reportTo,HDFS-9540,"BPServiceActor#processQueueMessages() tries to execute the ReportBadBlockAction#reportTo(..) and on any exception, it will add back to queue. 

For StandbyExceptoin, this caused HDFS-7916, that a request kept being added back to the queue while it should not. 

HDFS-7916 solution treats all exceptions wrapped by RemoteException the same, including StandbyException. That is, when RemoteException is caught, the request is not added back to the queue.

This solved the StandbyException issue reported in HDFS-7916, but the side effect is, it does not add the request back to the queue for SafeModeException wrapper by RemoteException, which appears to be incorrect.

Thanks [~vinayrpet] and [~kihwal] for the discussion in HDFS-7916.
"
Rename webhdfs HTTP param 'delegation' to 'delegationtoken',HDFS-2593,"to be consistent with other params names and to be more clear for users on what it is.

webhdfs spec doc should be updated as well."
HA: Optimize stale block processing by triggering block reports immediately on failover,HDFS-2851,"After Balancer runs, usedSpace is not balancing correctly.

{code}
java.util.concurrent.TimeoutException: Cluster failed to reached expected values of totalSpace (current: 1500, expected: 1500), or usedSpace (current: 390, expected: 300), in more than 20000 msec.
	at org.apache.hadoop.hdfs.server.balancer.TestBalancer.waitForHeartBeat(TestBalancer.java:233)
	at org.apache.hadoop.hdfs.server.balancer.TestBalancerWithHANameNodes.testBalancerWithHANameNodes(TestBalancerWithHANameNodes.java:99)
{code}"
Default block placement policy causes TestReplaceDataNodeOnFailure to fail intermittently,HDFS-9361,"TestReplaceDatanodeOnFailure sometimes fail (See HDFS-6101).
(For background information, the test case set up a cluster with three data nodes, add two more data nodes, remove one data nodes, and verify that clients can correctly recover from the failure and set up three replicas)

I traced down and found that some times a client only set up a pipeline with only two data nodes, which is one less than configured in the test case, even though the test case configures to always replace failed nodes.

Digging into the log, I saw:
{noformat}
2015-11-02 12:07:38,634 [IPC Server handler 8 on 50673] WARN  blockmanagement.BlockPlacementPolicy (BlockPlacementPolicyDefault.java:chooseTarget(355)) - Failed to place enough replicas, still in nee
d of 1 to reach 3 (unavailableStorages=[], storagePolicy=BlockStoragePolicy{HOT:7, storageTypes=[DISK], creationFallbacks=[], replicationFallbacks=[ARCHIVE]}, newBlock=true)
org.apache.hadoop.hdfs.server.blockmanagement.BlockPlacementPolicy$NotEnoughReplicasException: [
Node /rack0/127.0.0.1:32931 [
  Datanode 127.0.0.1:32931 is not chosen since the rack has too many chosen nodes .
]
        at org.apache.hadoop.hdfs.server.blockmanagement.BlockPlacementPolicyDefault.chooseRandom(BlockPlacementPolicyDefault.java:723)
        at org.apache.hadoop.hdfs.server.blockmanagement.BlockPlacementPolicyDefault.chooseRemoteRack(BlockPlacementPolicyDefault.java:624)
        at org.apache.hadoop.hdfs.server.blockmanagement.BlockPlacementPolicyDefault.chooseTargetInOrder(BlockPlacementPolicyDefault.java:429)
        at org.apache.hadoop.hdfs.server.blockmanagement.BlockPlacementPolicyDefault.chooseTarget(BlockPlacementPolicyDefault.java:342)
        at org.apache.hadoop.hdfs.server.blockmanagement.BlockPlacementPolicyDefault.chooseTarget(BlockPlacementPolicyDefault.java:220)
        at org.apache.hadoop.hdfs.server.blockmanagement.BlockPlacementPolicyDefault.chooseTarget(BlockPlacementPolicyDefault.java:105)
        at org.apache.hadoop.hdfs.server.blockmanagement.BlockPlacementPolicyDefault.chooseTarget(BlockPlacementPolicyDefault.java:120)
        at org.apache.hadoop.hdfs.server.blockmanagement.BlockManager.chooseTarget4NewBlock(BlockManager.java:1727)
        at org.apache.hadoop.hdfs.server.namenode.FSDirWriteFileOp.chooseTargetForNewBlock(FSDirWriteFileOp.java:299)
        at org.apache.hadoop.hdfs.server.namenode.FSNamesystem.getAdditionalBlock(FSNamesystem.java:2457)
        at org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer.addBlock(NameNodeRpcServer.java:796)
        at org.apache.hadoop.hdfs.protocolPB.ClientNamenodeProtocolServerSideTranslatorPB.addBlock(ClientNamenodeProtocolServerSideTranslatorPB.java:500)
        at org.apache.hadoop.hdfs.protocol.proto.ClientNamenodeProtocolProtos$ClientNamenodeProtocol$2.callBlockingMethod(ClientNamenodeProtocolProtos.java)
        at org.apache.hadoop.ipc.ProtobufRpcEngine$Server$ProtoBufRpcInvoker.call(ProtobufRpcEngine.java:637)
        at org.apache.hadoop.ipc.RPC$Server.call(RPC.java:976)
        at org.apache.hadoop.ipc.Server$Handler$1.run(Server.java:2305)
        at org.apache.hadoop.ipc.Server$Handler$1.run(Server.java:2301)
        at java.security.AccessController.doPrivileged(Native Method)
        at javax.security.auth.Subject.doAs(Subject.java:415)
        at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1669)
        at org.apache.hadoop.ipc.Server$Handler.run(Server.java:2299)
{noformat}

So from the log, it seems the policy causes the pipeline selection to give up on the data node.
I wonder whether this is appropriate or not. If the load factor exceeds certain threshold, but the file is insufficient of replicas, should it accept it as is, or should it attempt to acquire more replicas? 

I am filing this JIRA for discussion. I am very unfamiliar with block placement, so I may be wrong about my hypothesis.

(Edit: I turned on DEBUG option for Log4j, and changed the logging message a bit to make it show the stack trace)"
chmod impact user's effective ACL,HDFS-8419,"I set a directory's ACL to assign rwx permission to user h_user1. Later, I used chmod to change the group permission to r-x. I understand chmod of an acl enabled file would only change the permission mask. The abnormal thing is that the operation will change the h_user1's effective ACL from rwx to r-x.

Following are ACLs before any operaton:
-----------------------------------------
\# file: /grptest
\# owner: hdfs_tst_admin
\# group: supergroup
user::rwx
user:h_user1:rwx
group::r-x
mask::rwx
other::---
-----------------------------------------

Following are ACLs after ""chmod 750 /grptest""
-----------------------------------------
\# file: /grptest
\# owner: hdfs_tst_admin
\# group: supergroup
user::rwx
user:h_user1:rwx	#effective:r-x
group::r-x
mask::r-x
other::---
-----------------------------------------

I'm wondering if this behavior is by design.  If not, I'd like to fix the issue. Thank you."
hadoop fsck does not correctly check for corrupt blocks for a file,HDFS-8126,"hadoop fsck does not correctly check for corrupt blocks for a file until we try to read that file.

Test steps (Followed on Cloudera CDH5.1 single node VM and Hortonworks HDP2.2 single node VM ) : 
1. Uploaded a files ""test.txt"" to /user/abc/test.txt on HDFS
2. Ran ""hadoop fsck  /user/abc/test.txt -files -blocks "" command to check file integrity and retrieve block id.
3. Search for the block file location  at linux filesystem level.
4. Manually edit the block file.
5. Re-run the fsck command ""hadoop fsck /user/abc/test.txt"".
6. At this stage , FSCK still shows that files in HEALTHY state.
7. Waited for more than 30 sec to re-run FSCK test and still shows healthy state.
8. Try to read file ""hadoop fs -cat /user/abc/test.txt"" . Thsi command failes with an error of mis-match in checksum (as expected).
9. re-run FSCK. Now FSCK show that 1 block is corrupt.
10. Manually edit the file and restore to previous state.
11. Try to cat file. It works.
12. Run FSCK test. Still fails
"
Name node is using the write-ahead log improperly,HDFS-1137,"The Name node is doing the write-ahead log (WAL) (aka edit log) improperly. Usually when using WAL, changes are written to the log before they are applied to the state. Currently the Namenode does the WAL after applying the change. This means that read may see changes before they are durable. A client may read information and the server fail before the information is written to the WAL, which results in the client reading state that disappears. To fix the Namenode should write changes before (aka ahead of) applying the change."
"When block count for a volume exceeds dfs.blockreport.split.threshold, block report causes exception",HDFS-8574,"This piece of code in {{org.apache.hadoop.hdfs.server.datanode.BPServiceActor.blockReport()}}

{code}
// Send one block report per message.
        for (int r = 0; r < reports.length; r++) {
          StorageBlockReport singleReport[] = { reports[r] };
          DatanodeCommand cmd = bpNamenode.blockReport(
              bpRegistration, bpos.getBlockPoolId(), singleReport,
              new BlockReportContext(reports.length, r, reportId));
          numReportsSent++;
          numRPCs++;
          if (cmd != null) {
            cmds.add(cmd);
          }
{code}

when a single volume contains many blocks, i.e more than the threshold, it is trying to send the entire blockreport in one RPC, causing exception
{code}
java.lang.IllegalStateException: com.google.protobuf.InvalidProtocolBufferException: Protocol message was too large.  May be malicious.  Use CodedInputStream.setSizeLimit() to increase the size limit.
        at org.apache.hadoop.hdfs.protocol.BlockListAsLongs$BufferDecoder$1.next(BlockListAsLongs.java:369)
        at org.apache.hadoop.hdfs.protocol.BlockListAsLongs$BufferDecoder$1.next(BlockListAsLongs.java:347)
        at org.apache.hadoop.hdfs.protocol.BlockListAsLongs$BufferDecoder.getBlockListAsLongs(BlockListAsLongs.java:325)
        at org.apache.hadoop.hdfs.protocolPB.DatanodeProtocolClientSideTranslatorPB.blockReport(DatanodeProtocolClientSideTranslatorPB.java:190)
        at org.apache.hadoop.hdfs.server.datanode.BPServiceActor.blockReport(BPServiceActor.java:473)
{code}"
org.apache.hadoop.hdfs.TestDatanodeBlockScanner Fails Intermittently,HDFS-2881,org.apache.hadoop.hdfs.TestDatanodeBlockScanner fails intermittently durring test-patch.
rename dfs.namenode.replication.min to dfs.replication.min,HDFS-9199,dfs.namenode.replication.min should be dfs.replication.min to match the other dfs.replication config knobs.
Ec files can't be deleted into Trash because of that Trash isn't EC zone.,HDFS-8373,"When EC files were deleted, they would be moved into {{Trash}} directory. But, EC files can only be placed under EC zone. So, EC files which have been deleted can not be moved to {{Trash}} directory.

Problem could be solved by creating a EC zone(floder) inside {{Trash}} to contain deleted EC files.
"
Simplify embedding libhdfspp into other projects,HDFS-9186,"I'd like to add a script to the root libhdfspp directory that can prune anything that libhdfspp doesn't need to compile out of the hadoop source tree.  

This way the project is a lot smaller if it's going to be included in a third-party directory of another project.  The directory structure, aside from missing directories, is preserved so modifications can be diffed against a fresh checkout of the source."
query method for what kind of safe mode the Namenode is in,HDFS-1726,"If we could differentiate between ""startup safemode"" vs other safemode, it would be easier to do startup optimizations like HDFS-1295.  Looking at FSNamesystem, this can be queried, but not with a single query, and the semantics are not reliable under future changes.  Also, the FSNamesystem code itself, internally, uses more than one way to test for manual safe mode.

Proposal is to create a status field and query method in FSNamesystem with enum values
    {NOT_IN_SAFEMODE, SAFEMODE_STARTUP, SAFEMODE_EXTENSION, SAFEMODE_MANUAL}
If in the future we add automatic fallback to safe mode, we would add value SAFEMODE_AUTOMATIC.

This change will make it easier to do startup optimizations, and will also allow making the safemode management code in FSNamesystem simpler and more consistent.
"
updatePipeline RPC call should only update the GS of the block,HDFS-9050,"The only usage of the call is in {{DataStreamer#updatePipeline}}, where {{newBlock}} differs from current {{block}} only in GS.

Basically the RPC call is not supposed to update the {{poolID}}, {{ID}}, or {{numBytes}} of the block on NN."
About Replication,HDFS-9102,"Hi I want to know that how many replications i can place in data centers
eg: we cant place more than 1 replica per node  and  more than 2 replicas pr rack. Like that how many replicas we can place in a data center.
"
Erasure Coding: cache ErasureCodingZone,HDFS-8594,"scenario 1:
We have 100m files in a EC zone. Everytime we open a file, we need to get ECSchema(need get ECZone first). So getting EC zone is frequent.
scenario 2:
We have a EC zone ""/d1"". We have a file in ""/d1/d2/d3/.../dN"". We have to search from xAttrs from dN, dN-1, ..., d3, d2, d1, until we find a EC zone from d1's xAttr.

It's better we cache the EC zone, like EncryptionZoneManager#encryptionZones"
Not able to build with 'mvn compile -Pnative',HDFS-8886,"I am running into a problem where i am not able to compile the native parts of hadoop-hdfs project. the problem is that it is not finding MakeFile in 
${project.build.dir}/native."
Allow bypassing some minor exceptions while loading editlog,HDFS-8877,"Usually when users hit editlog corruption like HDFS-7587, before upgrading to a new version with the bug fix, a customized jar has to be provided by developers first to bypass the exception while loading edits. The whole process is usually painful.

If we can confirm the corruption/exception is a known issue and can be ignored after upgrading to the newer version, it may be helpful to have the capability for users/developers to specify certain types/numbers of exceptions that can be bypassed while loading edits."
isGoodBlockCandidate() in Balancer is not handling properly if replica factor >3,HDFS-3619,"Let's assume:
1. replica factor = 4
2. source node in rack 1 has 1st replica, 2nd and 3rd replica are in rack 2, 4th replica in rack3 and target node is in rack3. 
So, It should be good for balancer to move replica from source node to target node but will return ""false"" in isGoodBlockCandidate(). I think we can fix it by simply making judgement that at least one replica node (other than source) is on the different rack of target node."
Balancer fails to balance blocks between aboveAvgUtilized and belowAvgUtilized datanodes.,HDFS-3411,"Scaenario:
replication set to 1.
1. Start 1NN and IDN
2. pump 1GB of data.
3. Start one more DN
4. Run balancer with threshold 1.

Now DN1 is added into aboveAvgUtilizedDatanodes and DN2 into belowAvgUtilizedDatanodes. Hence overLoadedBytes and underLoadedBytes will be equal to 0. Resulting in bytesLeftToMove equal to 0. Thus balancer will exit without balancing the blocks."
"DateFormat.getDateTimeInstance() is very expensive, we can cache it to improve performance",HDFS-1676,"In the file:

./hadoop-0.21.0/hdfs/src/java/org/apache/hadoop/hdfs/server/balancer/Balancer.java  line:1520

In the while loop, DateFormat.getDateTimeInstance()is called in each iteration. We can cache the result by moving it outside the loop or adding a class member.

This is similar to the Apache bug https://issues.apache.org/bugzilla/show_bug.cgi?id=48778 
"
Append failed due to unreleased lease from previous appender with quota exceeded exception,HDFS-8531,"Append operation fails if
1. Set SpaceQuota to 3G for /user/hrt_qa/heterogenous
2. Copy 1GB file to /user/hrt_qa/heterogenous
3. Run 'hdfs dfs -appendToFile' to append 1GB file to the already copied 1GB file in /user/hrt_qa/heterogenous
4. Append fails with Quota exceed message
5. Increase the Quota to 5G for /user/hrt_qa/heterogenous
6. Run the Append message again and the following error message comes.
{code}
appendToFile: Failed to APPEND_FILE /user/hrt_qa/quotaPerHerterogenousStorage/1GBFile_1/part-m-00000 for DFSClient_NONMAPREDUCE_1431576997_1 on 172.31.37.190 because this file lease is currently owned by DFSClient_NONMAPREDUCE_-231994503_1 on 172.31.37.190
{code}
7. Wait for a while (lease soft limit -- 1 min) and retry append it succeeds after the previous lease expire. 

This seems to relate to HDFS-7587
""
When a client was trying to append to the file, the remaining space quota was very small. This caused a failure in prepareFileForWrite(), but after the inode was already converted for writing and a lease added. Since these were not undone when the quota violation was detected, the file was left in under-construction with an active lease without edit logging OP_ADD.
A subsequent append() eventually caused a lease recovery after the soft limit period. This resulted in commitBlockSynchronization(), which closed the file with OP_CLOSE being logged.""

The fix in HDFS-7587 addressed the edit log corruption issue but does not handle the problem within soft limit period where other clients can't append.
"
"fs.copyoLocalFile(src, dst);will have NPE and can not run successful in windows",HDFS-8503,"======Test Code=======
//copy file from HDFS to local
fs.copyToLocalFile(dst, new Path(copiedlocalfile));
======ERROR Exception======
java.lang.NullPointerException
	at java.lang.ProcessBuilder.start(Unknown Source)
	at org.apache.hadoop.util.Shell.runCom"
[umbrella] Data striping support in HDFS client,HDFS-7545,Data striping is a commonly used data layout with critical benefits in the context of erasure coding. This JIRA aims to extend HDFS client to work with striped blocks.
"Audit logging should be added for Rolling Upgrade ( Rollback , Downgrade )",HDFS-7882,"Currently we have audit logs for Rolling upgrade: start and finalize .
{noformat}
2015-03-04 17:18:16,119 | INFO  | IPC Server handler 5 on 9000 | allowed=true   ugi=Rex (auth:SIMPLE)   ip=/XXXXXXXXXXXXXX      cmd=startRollingUpgrade src=null        dst=null        perm=null       proto=rpc | org.apache.hadoop.hdfs.server.namenode.FSNamesystem$DefaultAuditLogger.logAuditMessage(FSNamesystem.java:8104)
2015-03-04 17:24:04,615 | INFO  | IPC Server handler 7 on 9000 | allowed=true   ugi=Rex (auth:SIMPLE)   ip=/XXXXXXXXXXXXXX      cmd=finalizeRollingUpgrade      src=null        dst=null        perm=null      proto=rpc | org.apache.hadoop.hdfs.server.namenode.FSNamesystem$DefaultAuditLogger.logAuditMessage(FSNamesystem.java:8104)
{noformat}
For rollback and downgrade also audit logs should be added. 
"
Mover is success even when space exceeds storage quota.,HDFS-8465,"
*Steps :*
1. Create directory /dir 
2. Set its storage policy to HOT --
hdfs storagepolicies -setStoragePolicy -path /dir -policy HOT

3. Insert files of total size 10,000B  into /dir.
4. Set above path ""/dir"" ARCHIVE type quota to 5,000B --
hdfs dfsadmin -setSpaceQuota 5000 -storageType ARCHIVE /dir
{code}
hdfs dfs -count -v -q -h -t  /dir
   DISK_QUOTA    REM_DISK_QUOTA     SSD_QUOTA     REM_SSD_QUOTA ARCHIVE_QUOTA REM_ARCHIVE_QUOTA PATHNAME
         none               inf          none               inf         4.9 K             4.9 K /dir
{code}
5. Now change policy of '/dir' to COLD
6. Execute Mover command

*Observations:*
1. Mover is successful moving all 10,000B to ARCHIVE datapath.

2. Count command displays negative value '-59.4K'--
{code}
hdfs dfs -count -v -q -h -t  /dir
   DISK_QUOTA    REM_DISK_QUOTA     SSD_QUOTA     REM_SSD_QUOTA ARCHIVE_QUOTA REM_ARCHIVE_QUOTA PATHNAME
         none               inf          none               inf         4.9 K           -59.4 K /dir
{code}
*Expected:*
Mover should not be successful as ARCHIVE quota is only 5,000B.
Negative value should not be displayed for quota output."
